id,publish_date,title,url,language,media_name,media_url,indexed_date,year,parsed_title,parsed_authors,parsed_publish_date,parsed_text,parsed_category,parsed_summary,parsed_keywords
d8a108dd5af9729f834d5a1a9b1f95f71745097f33033e4fc79a3c2f6ba251f1,2020-11-19,Farmer self-immolation: 3 booked for suicide abetment,https://timesofindia.indiatimes.com/city/aurangabad/farmer-self-immolation-3-booked-for-suicide-abetment/articleshow/79414053.cms,en,indiatimes.com,indiatimes.com,2024-10-18 23:04:11.351210,2020,Farmer self-immolation: 3 booked for suicide abetment,Tnn,,"Aurangabad: The 49-year-old farmer, who set himself ablaze inside the irrigation department office in Beed on Tuesday, has succumbed to the burns while undergoing treatment at the Government Medical College and Hospital (GMCH).Following the farmer’s death, Shivajinagar police have registered an abetment of suicide case against three government officials — irrigation department’s executive engineer, deputy collector and deputy superintendent of land records.The farmer’s family has claimed that the deceased had approached the irrigation department for appropriate compensation for their hereditary land acquired by the irrigation department, but his plea fell on deaf ears.The deceased, Arjun Salunke, who was from Pali village of Beed, had suffered 90% burns and was taken to the Beed civil hospital from where he was sent to the GMCH.Superintendent of police R Raja said, “Based on the complaint lodged by the farmer’s 19-year-old son, a case has been registered against the three government employees.”As per the complaint lodged by deceased’s son, his father was following up with the authorities from land acquisition department, irrigation department and land records office, for the past 15 years.",city,"Aurangabad: The 49-year-old farmer, who set himself ablaze inside the irrigation department office in Beed on Tuesday, has succumbed to the burns while undergoing treatment at the Government Medical College and Hospital (GMCH).Following the farmer’s death, Shivajinagar police have registered an abetment of suicide case against three government officials — irrigation department’s executive engineer, deputy collector and deputy superintendent of land records.The farmer’s family has claimed that the deceased had approached the irrigation department for appropriate compensation for their hereditary land acquired by the irrigation department, but his plea fell on deaf ears.The deceased, Arjun Salunke, who was from Pali village of Beed, had suffered 90% burns and was taken to the Beed civil hospital from where he was sent to the GMCH.Superintendent of police R Raja said, “Based on the complaint lodged by the farmer’s 19-year-old son, a case has been registered against the three government employees.”As per the complaint lodged by deceased’s son, his father was following up with the authorities from land acquisition department, irrigation department and land records office, for the past 15 years.","farmer, department, registered, farmers, booked, son, office, hospital, land, beed, lodged, selfimmolation, abetment, irrigation, suicide"
c54c810f50b071d9e7478d09dc94ff6694f7b5fbf6bd6f6029600efaa6bb1a33,2020-12-02,Farmers' protest: Inside details of what happened during talks between govt and Kisan unions,https://zeenews.india.com/india/farmers-protest-inside-details-of-what-happened-during-talks-between-govt-and-kisan-unions-2327940.html,en,india.com,india.com,2024-10-18 14:30:44.656547,2020,Farmers' protest: Inside details of what happened during talks between govt and Kisan unions,"Ravinder Kumar, Namrata Agarwal",,"New Delhi: The Centre on Tuesday held a meeting with the representatives of 35 farmer organisations that have been protesting agianst the Centre's three new farm laws. The government offered to set up a committee to look into the demands of protetsting farmers against the new farm laws. The proposal received a cold response from the Kisan unions. The farmers' organizations are demanding that the all three new agricultural laws be revoked.

Here's what happened during talks between Centre and farmers' union:

The meeting at Vigyan Bhawan was attended by Union Minister of Agriculture, Narendra Singh Tomar, with Minister of Railways and Commerce and Industry Piyush Goyal and Minister of State for Commerce Som Prakash (who is an MP from Punjab) and the representatives of protesting farmer organisations.

During the meeting, the Union Ministers conveyed to the farmers the benefits of the Acts brought to improve the agricultural sector. The farmers` representatives, however, termed the laws as contrary to their interests.

Farmers' demands

There representatitives of the farmers union who attended the meeting on behalf of the agitating farmers demanded that the three new agricultural laws be repealed. The representatives of the farmers called these laws against the interest of the farming community.

Union minister Tomar proposed to set up an expert committee to discuss the issues of farmers but the farmers` representatives rejected the government`s proposal maintaining that all the delegates will go through further discussions to resolve the matter. They demanded that the MSP be given in a written legal form. They said that they are open for a dialogue, but the movement will also continue till a solution is found.

What did the Centre say?

The government sought the farmers' objections to the three bills as well as their suggestions and asked them to submit it in writing. The government has asked the farmers to submit the written document on Wednesday, so that it could be taken up for discussion on Thursday, December 3.

The over three-hour-long dialogue between farmer union leaders and the government remained inconclusive.",india,"The farmers' organizations are demanding that the all three new agricultural laws be revoked.
During the meeting, the Union Ministers conveyed to the farmers the benefits of the Acts brought to improve the agricultural sector.
The farmers` representatives, however, termed the laws as contrary to their interests.
Farmers' demandsThere representatitives of the farmers union who attended the meeting on behalf of the agitating farmers demanded that the three new agricultural laws be repealed.
The over three-hour-long dialogue between farmer union leaders and the government remained inconclusive.","farmer, unions, centre, laws, meeting, farmers, inside, agricultural, union, govt, minister, written, happened, representatives, protest, details, talks, kisan"
38857679e7a3256bfec916fa180380be19f6602c7355573adacc99263be843ba,2020-12-30,Singhu border: Dressed for attention... This ‘groom’ wants farm laws to go,https://timesofindia.indiatimes.com/city/delhi/dressed-for-attention-this-groom-wants-farm-laws-to-go/articleshow/80015897.cms,en,indiatimes.com,indiatimes.com,2024-10-16 19:19:24.495987,2020,Singhu border: Dressed for attention... This ‘groom’ wants farm laws to go,,,"People also gave him shagun and kept it in a cloth in his lap

NEW DELHI: Sahib Singh , a 22-year-old unmarried farmer from Patiala , on Tuesday reached the Singhu border dressed up as a groom and performed marriage rituals in protest against the three central farm laws.Singh said he had dressed up like a groom to grab the Centre’s attention. “I want the government to gift me the repeal of these laws so that none of us suffers.”Sitting on the top of a tractor blaring music, with a group of people dancing as the baraat, Singh even wore a sehra covering his face and was accompanied by some friends.People also gave him shagun and kept it in a cloth in his lap.“We want the government to notice us and these are different ways of protests. I want them to repeal the black laws as a gift for my wedding. We want to motivate the public and bring enthusiasm in them to support farmers. It also serves as a purpose of entertainment,” Singh said.Next to him was Khushpreet Singh from Karnal, who said they had dressed him as a groom to ensure that someday, their voice would reach the government. “Like how one puts things they want to give away in a groom’s lap during a wedding ceremony, we want the government to put these laws in his lap so that we can get away with them,” said Khushpreet.Singh, along with his friends, has been at the protest site for a week and will now return to their villages to work at their fields.A man from Haryana also reached the protest site dressed up as a groom.",city,"People also gave him shagun and kept it in a cloth in his lapNEW DELHI: Sahib Singh , a 22-year-old unmarried farmer from Patiala , on Tuesday reached the Singhu border dressed up as a groom and performed marriage rituals in protest against the three central farm laws.Singh said he had dressed up like a groom to grab the Centre’s attention.
I want them to repeal the black laws as a gift for my wedding.
We want to motivate the public and bring enthusiasm in them to support farmers.
It also serves as a purpose of entertainment,” Singh said.Next to him was Khushpreet Singh from Karnal, who said they had dressed him as a groom to ensure that someday, their voice would reach the government.
“Like how one puts things they want to give away in a groom’s lap during a wedding ceremony, we want the government to put these laws in his lap so that we can get away with them,” said Khushpreet.Singh, along with his friends, has been at the protest site for a week and will now return to their villages to work at their fields.A man from Haryana also reached the protest site dressed up as a groom.","wants, shagun, site, laws, groom, reached, dressed, singhu, singh, wedding, attention, border, protest, farm, repeal"
f437c4a3356a083304b46908fa1f7f274616fc193a8cdad3384dad8dc8b16d1f,2020-11-28,A.P. CM announces ₹5 lakh ex-gratia to the kin of eight deceased,https://www.thehindu.com/news/national/andhra-pradesh/cyclone-nivar-ap-cm-announces-5-lakh-ex-gratia-to-the-kin-of-eight-deceased/article33199822.ece,en,thehindu.com,thehindu.com,2024-10-18 19:38:14.738820,2020,Cyclone Nivar | A.P. CM announces ₹5 lakh ex-gratia to the kin of eight deceased,Authors,2020-11-28 10:33:52+00:00,"Andhra Pradesh Chief Minister Y.S. Jagan Mohan Reddy has announced an ex-gratia of ₹5 lakh to the next of kin of the eight persons who died due to the impact of Cyclone Nivar in the State. Of the eight, six belonged to Chittoor district and two to Kadapa .

Mr. Reddy arrived at the Renigunta airport here on Saturday from where he conducted an aerial survey over the three contiguous districts of Chittoor, SPSR Nellore and Kadapa that had borne the brunt of the cyclone. He watched the fields and residential localities that remained submerged under water and gave instructions to the respective district Collectors to arrange ex-gratia payment at the earliest, without having to wait for formalities. Similarly, he directed the officials to get the crop loss estimated and submit a report by December 15.

After the Chief Minister departed, the Deputy Chief Ministers K. Narayanaswamy, S.B. Amzath Basha, Cabinet Ministers Peddireddy Ramachandra Reddy (Panchayat Raj) and Anil Kumar Yadav (Irrigation) gave specific directions to the official machinery to expedite the estimation process.

Speaking to the media later, they explained that the Government would immediately focus on relief and restoration in the short term and also study the long term plans needed to address similar situations in future. Mr. Basha said the reasons behind the release of excess water from Araniar and Pincha projects and the need to expand their capacity at a minimal cost to ensure higher storage would be seriously pursued.

“The capacity of the Pincha project will be increased to store 2 TMC and Annamayya project to 10 TMC so as to make use of such flood water. The irrigation officials have been instructed to this effect to prepare Detailed Project Reports (DPR)”, he said.

Mr. Basha said that horticulture, paddy and Bengal gram crops had suffered huge losses due to inundation, but added that the details would be shared after proper estimation. “The Chief Minister has instructed the officials to take a humane view of the issue and see that no farmer is left with tears in his eyes”, he said, in response to a query on the quantum of support expected.

On the Buggavanka stream passing through Kadapa city that had flooded low-lying several colonies, he said Mr. Reddy had immediately sanctioned ₹39 crore for completing the revetment wall and also for its further extension.

Member of Parliament (Chittoor) N. Reddeppa, Collectors Bharat N. Gupta (Chittoor), Ch. Hari Kiran (Kadapa) and Chakradhar Babu (Nellore), DIG of Police (Ananthapuram range) Kanthi Rana Tata, Superintendents of Police Avula Ramesh Reddy (Tirupati urban) and S. Senthil Kumar (Chittoor), MCT Commissioner P.S. Gireesha were among those who extended a warm farewell to the Chief Minister at the airport.",news,"Andhra Pradesh Chief Minister Y.S.
Jagan Mohan Reddy has announced an ex-gratia of ₹5 lakh to the next of kin of the eight persons who died due to the impact of Cyclone Nivar in the State.
After the Chief Minister departed, the Deputy Chief Ministers K. Narayanaswamy, S.B.
Mr. Basha said that horticulture, paddy and Bengal gram crops had suffered huge losses due to inundation, but added that the details would be shared after proper estimation.
Gireesha were among those who extended a warm farewell to the Chief Minister at the airport.","announces, ap, nivar, kadapa, exgratia, minister, chief, deceased, water, officials, lakh, reddy, chittoor, project, cm, cyclone, kin, mr, basha"
17cfd886bc1e599f176dc8e39d1d6f6c6970476768f44e18b72dc4c4a6510cf2,2020-12-14,"No need for law on MSP, most farmers support new laws: Union MoS for Agriculture Parshottam Rupala",https://economictimes.indiatimes.com/news/politics-and-nation/no-need-for-law-on-msp-most-farmers-support-new-laws-union-mos-for-agriculture-parshottam-rupala/articleshow/79721453.cms,en,indiatimes.com,indiatimes.com,2024-10-17 18:32:23.448035,2020,"No need for law on MSP, most farmers support new laws: Union MoS for Agriculture Parshottam Rupala","- Dr. David Aaker, Professor Emeritus At The Haas School Of Business, Uc Berkeley, Author, Speaker, Thought Leader, Branding Consultant, - Ritesh Vajariya, Generative Ai Expert, - Hariom Tatsat",,"



(You can now subscribe to our

(You can now subscribe to our Economic Times WhatsApp channel

Gandhinagar: Union Minister of State for Agriculture Parshottam Rupala on Monday said most farmers in the country are in favour of the Centre's new farm laws , and there is no need to bring the MSP under purview of law as demanded by the protesting farmers. The BJP leader also urged the farmers, who are protesting at various Delhi borders since November 26, to return to the discussion table and find an amicable solution to the deadlock.""The Minimum Support Price (MSP) is part of the government's mechanism (to safeguard farmers from fall in agri produce prices) and it will remain in force in future too,"" Rupala told reporters at the Gujarat BJP headquarters here.""In fact, it was Prime Minister Narendra Modi who had first decided to introduce this MSP formula of agricultural cost plus 50 per cent profit as recommended by Dr Swaminathan,"" he said.Neither there is a need to bring a separate law for the MSP nor the provision is required to be included in the existing Acts, the minister said.""The MSP is being implemented by both the Centre and states, and there is no need to bring MSP under the purview of law,"" Rupala said, when asked to comment on the demand for it from the protesting farmers.He asked the opposition Congress why it did not make a law for MSP when the party was in power before 2014.""The recently introduced laws do not affect the MSP at all. These three laws were introduced for the benefit of farmers, not the government,"" he said.""Majority of farmers have welcomed these laws. I urge the agitating farmers to end the stalemate by holding discussion with the government to find an amicable solution,"" he said.The minister said the three farm laws were enacted ""on the request of farmers and their organisations"" and most of them are happy with it.""PM Modiji has taken many steps to double farmers' income. As part of that endeavour, the Centre had deposited Rs 95,000 crores into farmers' bank accounts,"" he said.There is no need for farmers to be skeptical about the PM's intentions, he said.""Let the laws get implemented first. The government will take steps if something does not suit you afterwards. But, opposing the laws upfront is improper,"" he said.On one of the laws about contract farming, Rupala accused the Congress of ""taking a lead in spreading false propaganda"" that farmers would lose their land to big corporates due to provisions of the law.This law is about the price and quality of the farm produce and about the tenure. There is no mention of land in the entire law, he said.""Yet, some people, led by the Congress, are trying to spread false propaganda that farmers will lose their land,"" Rupala said.He said the law about the APMC (agriculture produce market committees) only gives options to farmers and it does not eliminate the present system of mandis.Farmers have been protesting against the the Farmers (Empowerment and Protection) Agreement of Price Assurance and Farm Services Act, 2020; the Farmers Produce Trade and Commerce (Promotion and Facilitation) Act, 2020; and the Essential Commodities (Amendment) Act 2020.Enacted in September, the three farm laws have been projected by the government as major reforms in the agriculture sector that will remove the middlemen and allow farmers to sell anywhere in the country.However, the protesting farmers have expressed apprehension that the new laws would pave the way for eliminating the safety cushion of Minimum Support Price and do away with the mandis, leaving them at the mercy of big corporates.",news,"""The Minimum Support Price (MSP) is part of the government's mechanism (to safeguard farmers from fall in agri produce prices) and it will remain in force in future too,"" Rupala told reporters at the Gujarat BJP headquarters here.
""The recently introduced laws do not affect the MSP at all.
These three laws were introduced for the benefit of farmers, not the government,"" he said.
""Majority of farmers have welcomed these laws.
As part of that endeavour, the Centre had deposited Rs 95,000 crores into farmers' bank accounts,"" he said.There is no need for farmers to be skeptical about the PM's intentions, he said.","mos, price, law, laws, need, farmers, parshottam, produce, msp, rupala, union, protesting, support, farm"
afb03e31b6b0e7147e4c5596355418f424a63a57763d73515ee8502637699505,2020-10-10,"Taapsee Pannu asks Richa Chadha to visit NCW office in Delhi and make herself ""visible and audible"" regarding case against Payal Ghosh",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/taapsee-pannu-asks-richa-chadha-to-visit-ncw-office-in-delhi-and-make-herself-visible-and-audible-regarding-case-against-payal-ghosh/articleshow/78583680.cms,en,indiatimes.com,indiatimes.com,2024-10-22 01:48:18.528281,2020,"Taapsee Pannu asks Richa Chadha to visit NCW office in Delhi and make herself ""visible and audible"" regarding case against Payal Ghosh",Timesofindia.Com,,"Taapsee Pannu has responded to Richa's tweet and asked her to visit the NCW office in Delhi and make herself ""visible and audible."" She wrote, ""I think you should fly to Delhi soon to make yourself visible n audible.""",entertainment,"Taapsee Pannu has responded to Richa's tweet and asked her to visit the NCW office in Delhi and make herself ""visible and audible.""
She wrote, ""I think you should fly to Delhi soon to make yourself visible n audible.""","visible, audible, richas, payal, wrote, think, office, taapsee, visit, responded, ncw, ghosh, regarding, richa, delhi, soon, pannu"
6d1c1db03d79ffc48cf0024c9a9446398d9d375644310732110f96aa189cd690,2020-09-25,Bharat Bandh: Scenes from farmers’ nationwide protests against new agriculture laws,https://scroll.in/video/974080/bharat-bandh-scenes-from-farmers-nationwide-protests-against-new-agriculture-laws?utm_source=rss&utm_medium=public,en,scroll.in,scroll.in,2024-10-23 00:25:24.372780,2020,Bharat Bandh: Scenes from farmers’ nationwide protests against new agriculture laws,Scroll Staff,,"Live Video feed from our city Yamuna Nagar, Haryana.

The peacefull #FarmersProtest against the #FarmBill2020 is on full swing.

The farmers are sitting on railway line under pass at kalanaur highway.

And kuddos to them, everything is going on peacefully. pic.twitter.com/xVRUeldYM7",video,"Live Video feed from our city Yamuna Nagar, Haryana.
The peacefull #FarmersProtest against the #FarmBill2020 is on full swing.
The farmers are sitting on railway line under pass at kalanaur highway.
And kuddos to them, everything is going on peacefully.
pic.twitter.com/xVRUeldYM7","sitting, peacefull, peacefully, laws, swingthe, farmers, nationwide, protests, bharat, agriculture, nagar, bandh, pictwittercomxvrueldym7, pass, scenes, railway, video, yamuna"
8b1da3034af3cde79d2e0ce0011f57321a05a43b0b576496a21c80261476eb07,2020-12-01,Tomar invites protesting farmers for talks today,https://economictimes.indiatimes.com/news/economy/agriculture/tomar-invites-protesting-farmers-for-talks-today/articleshow/79503096.cms,en,indiatimes.com,indiatimes.com,2024-10-18 16:06:23.606269,2020,Tomar invites protesting farmers for talks today,"- Dr. David Aaker, Professor Emeritus At The Haas School Of Business, Uc Berkeley, Author, Speaker, Thought Leader, Branding Consultant, - Ritesh Vajariya, Generative Ai Expert, - Hariom Tatsat",,"



(You can now subscribe to our

(You can now subscribe to our Economic Times WhatsApp channel

New Delhi: Agriculture minister Narendra Singh Tomar has invited leaders of farmer unions, protesting the three central farm reform laws, for talks on Tuesday, instead of December 3, citing the Covid-19 pandemic and cold. Thousands of farmers stayed put at various Delhi border points for the fifth consecutive day on Monday protesting the new farm laws, which they fear will dismantle the minimum support price system and corporatise farming.""Keeping in view the cold and Covid-19, we have invited leaders of farmer unions for discussion much before the scheduled December 3 meeting,"" Tomar told PTI.Now, the meeting has been called at 3 pm on December 1 at Vigyan Bhawan in the national capital, he said, adding those leaders who were present in the meeting held on November 13 have been invited this time.Earlier in the day, Union home minister Amit Shah held a second round of discussion with Tomar and other BJP leaders on the issue. On Sunday, farmers had demanded an unconditional meeting with the government in connection with the three agricultural laws passed by the Centre.The fourth round of talks between farmers groups and a high-level ministerial panel was scheduled to be held on December 3. After Shah's assurances, it is learnt that some farmers' groups were in touch with senior BJP politicians and have expressed their willingness to hold a dialogue if the central government is ready for unconditional talks.The government may announce setting up an inter-ministerial committee to address the grievances of farmers after another round of discussions. An information and education programme is expected to be rolled out to allay fear among them, officials added.Meanwhile, security along the Delhi borders have been beefed up as officials estimate that the number of protesting farmers is likely to swell. Around 12 companies of paramilitary forces along with the local police are posted at the five borders adjoining Delhi-NCR",news,"(You can now subscribe to our(You can now subscribe to our Economic Times WhatsApp channelNew Delhi: Agriculture minister Narendra Singh Tomar has invited leaders of farmer unions, protesting the three central farm reform laws, for talks on Tuesday, instead of December 3, citing the Covid-19 pandemic and cold.
Thousands of farmers stayed put at various Delhi border points for the fifth consecutive day on Monday protesting the new farm laws, which they fear will dismantle the minimum support price system and corporatise farming.
On Sunday, farmers had demanded an unconditional meeting with the government in connection with the three agricultural laws passed by the Centre.The fourth round of talks between farmers groups and a high-level ministerial panel was scheduled to be held on December 3.
An information and education programme is expected to be rolled out to allay fear among them, officials added.Meanwhile, security along the Delhi borders have been beefed up as officials estimate that the number of protesting farmers is likely to swell.
Around 12 companies of paramilitary forces along with the local police are posted at the five borders adjoining Delhi-NCR","invites, laws, meeting, today, farmers, protesting, leaders, tomar, held, invited, delhi, talks, round"
29ce6d7df451b057193653acfb6230c0879dba99f5b2f9e8005f132d451793c6,2020-11-09,"Pay Rs 2,500 per quintal MSP for fine rice variety, demands Telangana Congress",https://timesofindia.indiatimes.com/city/hyderabad/pay-rs-2500-per-quintal-msp-for-fine-rice-variety-demands-cong/articleshow/79118867.cms,en,indiatimes.com,indiatimes.com,2024-10-20 01:16:24.765303,2020,"Pay Rs 2,500 per quintal MSP for fine rice variety, demands Telangana Congress",Tnn,,"Picture used for representational purpose only

HYDERABAD: The Congress has demanded that the government pay Rs 2,500 per quintal as minimum support price for the fine variety of rice.Telangana Congress working president and former MP Ponnam Prabhakar said a large number of farmers had taken up cultivation of fine variety of paddy following the diktat of the government as part of state’s regulated farming policy.“The government has to offer Rs 2,500 per quintal MSP and also bonus if needed while procuring fine rice variety from the farmers,” he said.The party will soon constitute a permanent committee to plan and spearhead agitations for the cause of the farmers. The Congress, along with the farmers, will organize a tractor rally in Khammam district to protest the anti-farmer policies of central and state governments. The Congress will stage demonstrations in front of all the district collectorates on November 12, demanding compensation to the farmers whose crops were damaged.",city,"Picture used for representational purpose onlyHYDERABAD: The Congress has demanded that the government pay Rs 2,500 per quintal as minimum support price for the fine variety of rice.Telangana Congress working president and former MP Ponnam Prabhakar said a large number of farmers had taken up cultivation of fine variety of paddy following the diktat of the government as part of state’s regulated farming policy.“The government has to offer Rs 2,500 per quintal MSP and also bonus if needed while procuring fine rice variety from the farmers,” he said.The party will soon constitute a permanent committee to plan and spearhead agitations for the cause of the farmers.
The Congress, along with the farmers, will organize a tractor rally in Khammam district to protest the anti-farmer policies of central and state governments.
The Congress will stage demonstrations in front of all the district collectorates on November 12, demanding compensation to the farmers whose crops were damaged.","fine, used, demands, farmers, msp, telangana, congress, rs, quintal, 2500, working, pay, rice, district, variety"
2d654180b4a52147ce6e716ca32abb604aecd4bba2552b52949737acba643213,2020-12-04,"Calling farmers Khalistani harms media’s credibility, warns Editors Guild",https://www.newslaundry.com/2020/12/04/calling-farmers-khalistani-harms-medias-credibility-warns-editors-guild,en,newslaundry.com,newslaundry.com,2024-10-18 09:43:01.801970,2020,"Calling farmers Khalistani harms media’s credibility, warns Editors Guild",Nl Team,2020-12-04 00:00:00,"“Certain sections of the media have been labelling them as ‘Khalistanis’, ‘anti-nationals’, and other such terms to delegitimize the protests without any evidence or proof,” the statement said. “This goes against the tenets of responsible and ethical journalism. Such actions compromise the credibility of the media.”

The association warned the media against becoming complicit in promoting “any narrative that derogates dissent and stereotypes protestors based on their attire and ethnicity”.

Newslaundry is reporting extensively on the protests and the anger among the farmers against sections of the media. Here’s a sampler of our coverage:

‘I am fighting betrayal’: Meet the farmers marching on Delhi

‘Media has lost our trust’: Why protesting farmers are angry with ‘Godi media’

Watch: Farmer leader Balbir Singh Rajewal on ‘unconstitutional’ farm laws, and an appeal to the media",2020,"“Certain sections of the media have been labelling them as ‘Khalistanis’, ‘anti-nationals’, and other such terms to delegitimize the protests without any evidence or proof,” the statement said.
“This goes against the tenets of responsible and ethical journalism.
Such actions compromise the credibility of the media.”The association warned the media against becoming complicit in promoting “any narrative that derogates dissent and stereotypes protestors based on their attire and ethnicity”.
Newslaundry is reporting extensively on the protests and the anger among the farmers against sections of the media.
Here’s a sampler of our coverage:‘I am fighting betrayal’: Meet the farmers marching on Delhi‘Media has lost our trust’: Why protesting farmers are angry with ‘Godi media’Watch: Farmer leader Balbir Singh Rajewal on ‘unconstitutional’ farm laws, and an appeal to the media","harms, medias, warned, calling, unconstitutional, terms, farmers, protests, khalistani, editors, sections, media, stereotypes, warns, credibility, tenets, guild, trust"
